episode,episode_seed,episode_return,decision_count,normal_action_count,forced_action_count,random_action_count,policy_action_count,local_action_count,edge_action_count,cloud_action_count,drop_action_count,total_jobs,completed_jobs,dropped_jobs,unresolved_jobs,queued_jobs,started_from_waiting_jobs,waiting_timeout_drops,max_waiting_queue_length,remaining_waiting_jobs,simulation_end_time,episode_updates,global_decision_steps,global_normal_action_steps,replay_size,replay_trainable_size,replay_forced_size,masac_update_step,critic_loss,q1_loss,q2_loss,actor_loss,alpha_loss,alpha,policy_entropy,target_entropy,mean_q1,mean_q2,mean_target_q,wall_time_seconds,per_agent_returns
142,183,1639.583611228596,1000,1000,0,0,1000,343,0,657,0,1000,988,12,0,90,79,11,5,0,9577.336587157484,1000,143866,143866,143866,143866,0,138868,10.276757603645324,5.036105517148972,5.240652090549469,-128.79768685913086,0.0005436003694776445,0.3757370710372925,0.5349053723812103,0.5353870714902877,128.781422706604,128.77915254211425,128.7863988571167,15.967983399983495,"{""DC-1"": 380.4644542917881, ""DC-2"": 329.95208044657795, ""DC-3"": 359.7060877995157, ""DC-4"": 239.38734932251305, ""DC-5"": 330.07363936820053}"
143,184,1632.5428786778004,1001,1001,0,0,1001,257,1,743,0,1000,996,4,0,49,46,3,5,0,10442.154527966832,1000,144867,144867,144867,144867,0,139868,10.47198504447937,5.103257327675819,5.368727738380432,-128.75705691528321,-0.0017905235094949604,0.37449634075164795,0.5371115092039108,0.5352525837421417,128.79129139709474,128.7903788909912,128.793263381958,16.202118100016378,"{""DC-1"": 365.5486130772695, ""DC-2"": 342.26047300624384, ""DC-3"": 351.63124586400613, ""DC-4"": 284.6906088269902, ""DC-5"": 288.4119379032906}"
144,185,1597.073810549773,1001,1001,0,0,1001,311,1,689,0,1000,985,15,0,58,47,11,7,0,13373.576775677322,1004,145868,145868,145868,145868,0,140872,10.394532244518933,5.051896399710758,5.342635845283113,-128.7735480806267,-0.002685051780348028,0.3724929094314575,0.5382009091011557,0.5354448236317274,128.76617484073714,128.76415425182813,128.76529169272615,15.901241899991874,"{""DC-1"": 375.77567808545103, ""DC-2"": 326.41791093387053, ""DC-3"": 347.4205759057896, ""DC-4"": 229.37635659003422, ""DC-5"": 318.0832890346277}"
145,186,1626.5036049733556,1002,1002,0,0,1002,318,2,682,0,1000,990,10,0,75,67,8,12,0,11948.961826853749,1000,146870,146870,146870,146870,0,141872,11.243388695240021,5.5254346466064455,5.717954065084458,-128.83869091796876,-0.005610571191646159,0.3694842755794525,0.5409447974562644,0.5352355809211731,128.86788148498536,128.86564261627197,128.8699453125,15.839177199988626,"{""DC-1"": 368.0063795561355, ""DC-2"": 328.82247616941197, ""DC-3"": 372.3758508123547, ""DC-4"": 267.7652731473718, ""DC-5"": 289.53362528808344}"
146,187,1601.0540326971166,1001,1001,0,0,1001,299,1,701,0,1000,989,11,0,73,62,11,7,0,15575.860458242996,1000,147871,147871,147871,147871,0,142872,10.442099249362945,5.061044115304947,5.381055149316787,-128.87011380004884,-0.005629131633322686,0.3656391501426697,0.5410912888646126,0.5353886960744858,128.82745719909667,128.82750575256347,128.83281797790528,16.17652530001942,"{""DC-1"": 372.5028172865014, ""DC-2"": 301.472274947723, ""DC-3"": 355.16258240002065, ""DC-4"": 273.0774904532424, ""DC-5"": 298.83886760962827}"
147,188,1577.1292582137012,1000,1000,0,0,1000,304,0,696,0,1000,985,15,0,91,79,12,9,0,10404.260163935385,1000,148871,148871,148871,148871,0,143872,10.355255732536316,5.085529283285141,5.269726448774338,-128.86651217651368,-0.002533832158194855,0.36391475796699524,0.5378174186944962,0.5352432792186737,128.86723642730712,128.86918727874755,128.87095223236085,15.964696200040635,"{""DC-1"": 392.27036637132693, ""DC-2"": 275.0960173552387, ""DC-3"": 382.47262331693656, ""DC-4"": 242.08120597938998, ""DC-5"": 285.2090451908087}"
148,189,1574.7008463749414,1000,1000,0,0,1000,373,0,627,0,1000,975,25,0,103,80,23,8,0,14472.978165327691,1000,149871,149871,149871,149871,0,144872,10.158994710445404,4.928094716787339,5.230899998664856,-128.66927526855468,-0.0031615847940556704,0.3620113730430603,0.5385575098395348,0.5353818349838256,128.75123446655275,128.75141426849365,128.75341132354737,15.930623000022024,"{""DC-1"": 412.41860288855673, ""DC-2"": 289.7169392243303, ""DC-3"": 371.5750487352182, ""DC-4"": 219.4791070369007, ""DC-5"": 281.5111484899353}"
149,190,1613.3759210516318,1007,1007,0,0,1007,284,7,716,0,1000,993,7,0,77,73,4,6,0,9913.877027377326,1008,150878,150878,150878,150878,0,145880,10.712174592510102,5.26098664459728,5.451187949805033,-128.59395965697274,0.000590031153507649,0.3626716434955597,0.5347586616518951,0.5353008100674266,128.66099581642757,128.66587542730664,128.6630271729969,16.40691560000414,"{""DC-1"": 326.81974811501846, ""DC-2"": 316.08525067440996, ""DC-3"": 373.01146978987055, ""DC-4"": 263.87854301460754, ""DC-5"": 333.5809094577245}"
150,191,1604.2184427752002,1005,1005,0,0,1005,296,5,704,0,1000,988,12,0,77,67,10,6,0,10700.300880610746,1004,151883,151883,151883,151883,0,146884,10.566424984381019,5.201895509108129,5.364529457700205,-128.63026729143,0.0034722894684326247,0.36473822593688965,0.5319518342436073,0.5353529782171743,128.6101110693943,128.60811313309992,128.61506004637457,16.218533899984322,"{""DC-1"": 413.329490198985, ""DC-2"": 275.8007081540031, ""DC-3"": 308.3627248629821, ""DC-4"": 269.39339985133387, ""DC-5"": 337.3321197078946}"
151,192,1648.4176385641188,1004,1004,0,0,1004,290,4,710,0,1000,995,5,0,48,44,4,8,0,10733.995198294466,1004,152887,152887,152887,152887,0,147888,10.3092885169375,5.00129709740084,5.307991417755644,-128.7067482480965,-0.002795887540513835,0.3627949655056,0.5381410468028361,0.5353378794820185,128.70377083888567,128.69719152716527,128.70060285439055,15.986511800030712,"{""DC-1"": 422.1098976933418, ""DC-2"": 294.8333008298272, ""DC-3"": 353.64575437119765, ""DC-4"": 246.07667927370963, ""DC-5"": 331.752006396041}"
152,193,1655.9063561434652,1000,1000,0,0,1000,300,0,700,0,1000,996,4,0,42,40,2,6,0,11383.078437804083,1000,153887,153887,153887,153887,0,148888,10.220141324043274,4.992514486193657,5.227626823663711,-128.6323034515381,-0.004384852792136371,0.3605720102787018,0.5395234367251396,0.5352370368242264,128.62313143920898,128.62804193878173,128.6270816192627,16.013441300019622,"{""DC-1"": 345.8937168696996, ""DC-2"": 344.8526817213053, ""DC-3"": 381.2942333401776, ""DC-4"": 270.7394202557644, ""DC-5"": 313.12630395651763}"
153,194,1639.9090623682973,1000,1000,0,0,1000,318,0,682,0,1000,991,9,0,64,58,6,3,0,13480.308453142634,1000,154887,154887,154887,154887,0,149888,9.862547210216523,4.846011819601059,5.016535383701324,-128.56422134399415,-0.008105520619545132,0.3556212782859802,0.5433002672791482,0.535304091334343,128.61916565704345,128.6221174468994,128.627896484375,16.942187600012403,"{""DC-1"": 377.6083389539383, ""DC-2"": 378.9738523830175, ""DC-3"": 357.2391345302448, ""DC-4"": 244.75467676432913, ""DC-5"": 281.3330597367677}"
154,195,1622.88872447832,1000,1000,0,0,1000,321,0,679,0,1000,988,12,0,66,57,9,6,0,12848.142131393775,1000,155887,155887,155887,155887,0,150888,10.289195392608642,5.113583063125611,5.1756123323440555,-128.49318855285645,-0.0013607118406798692,0.35458675026893616,0.5368395925164223,0.5354540939331055,128.55771114349366,128.56150769805907,128.56235760498046,16.413951799971983,"{""DC-1"": 423.5556408574314, ""DC-2"": 295.0157364438434, ""DC-3"": 355.27753203911396, ""DC-4"": 252.79328166838343, ""DC-5"": 296.2465334695473}"
155,196,1622.7217839737302,1001,1001,0,0,1001,300,1,700,0,1000,990,10,0,62,53,9,6,0,10998.554527313578,1004,156888,156888,156888,156888,0,151892,10.19480514003936,5.043584605849596,5.151220525878359,-128.57459705854316,-0.0031607770991782507,0.3532337546348572,0.5383874543634544,0.5353895871050329,128.58090345223113,128.58005605750824,128.57284333126478,16.463435699988622,"{""DC-1"": 384.13977999164496, ""DC-2"": 328.66196463902406, ""DC-3"": 377.0333151055874, ""DC-4"": 275.12549837266323, ""DC-5"": 257.76122586480795}"
156,197,1651.4432106169534,1000,1000,0,0,1000,320,0,680,0,1000,992,8,0,59,56,3,6,0,9985.171329116363,1000,157888,157888,157888,157888,0,152892,9.081063423633575,4.437306777238846,4.643756629943848,-128.57053059387206,-0.00018623479548841716,0.35268712043762207,0.5357289656996727,0.5354407354593277,128.59006993103029,128.5884690170288,128.5855693206787,16.614401100028772,"{""DC-1"": 349.06818874793987, ""DC-2"": 322.10962929825683, ""DC-3"": 403.3679082131204, ""DC-4"": 257.4965266832203, ""DC-5"": 319.4009576744153}"
157,198,1590.5204420446794,1001,1001,0,0,1001,295,1,705,0,1000,986,14,0,44,35,9,4,0,10181.438010139458,1000,158889,158889,158889,158889,0,153892,9.336561754703522,4.557774739027023,4.778787022352218,-128.69325590515137,0.002998402698431164,0.35446083545684814,0.5325000955462456,0.5353459340333938,128.7427417831421,128.74438990020752,128.7376396484375,16.445547199982684,"{""DC-1"": 337.86955323322513, ""DC-2"": 318.7006054510274, ""DC-3"": 399.3962924162037, ""DC-4"": 266.19831788510834, ""DC-5"": 268.35567305911377}"
158,199,1644.844786534339,1001,1001,0,0,1001,294,1,706,0,1000,993,7,0,44,39,5,4,0,10266.337554408308,1000,159890,159890,159890,159890,0,154892,9.703337467193604,4.764260483622551,4.939076991677284,-128.89668769836425,-0.002600822612177581,0.353135883808136,0.5378189635276794,0.5353077832460403,128.91334201049804,128.91491982269287,128.91191334533693,16.380856700008735,"{""DC-1"": 330.9103570517831, ""DC-2"": 347.32756618747067, ""DC-3"": 382.363613579608, ""DC-4"": 257.0820367020166, ""DC-5"": 327.1612130134612}"
159,200,1638.5353432459283,1000,1000,0,0,1000,308,0,692,0,1000,992,8,0,71,64,7,5,0,11411.587026254258,1000,160890,160890,160890,160890,0,155892,9.842177876472473,4.854674159526825,4.9875037217140195,-128.9169490814209,-0.00814821208268404,0.34855684638023376,0.5433864513635636,0.5354941354990006,128.9219298248291,128.9213871459961,128.92272227478028,16.340675799991004,"{""DC-1"": 360.15834976070335, ""DC-2"": 315.5448923096391, ""DC-3"": 370.27943536890547, ""DC-4"": 280.32443403116156, ""DC-5"": 312.22823177551965}"
160,201,1562.9257590056716,1000,1000,0,0,1000,281,0,719,0,1000,984,16,0,55,41,14,7,0,11593.363553641313,1000,161890,161890,161890,161890,0,156892,8.950158071041107,4.321086905479431,4.629071155667305,-128.99241114807128,-0.00492096881614998,0.3460233509540558,0.5399705956578255,0.5352592022418976,128.96424348449708,128.96054676818846,128.95979734802245,16.343558900000062,"{""DC-1"": 355.57961586605427, ""DC-2"": 339.85130886448917, ""DC-3"": 300.96387460041717, ""DC-4"": 278.42051500395524, ""DC-5"": 288.11044467075595}"
161,202,1594.9125440603602,1001,1001,0,0,1001,301,1,699,0,1000,986,14,0,60,49,11,5,0,13296.184371671396,1000,162891,162891,162891,162891,0,157892,9.65402855682373,4.750136455178261,4.903892100572586,-129.0435196990967,0.0031778040279168635,0.3475530445575714,0.53242590457201,0.5352812786102294,129.03889195251466,129.03753717803954,129.04047515106203,16.340223099978175,"{""DC-1"": 342.49035426304994, ""DC-2"": 306.7250189156672, ""DC-3"": 376.53342163255405, ""DC-4"": 248.48015620383222, ""DC-5"": 320.68359304525495}"
162,203,1618.396723567073,1001,1001,0,0,1001,264,1,736,0,1000,992,8,0,56,50,6,3,0,11822.110841835827,1004,163892,163892,163892,163892,0,158896,9.872148147617203,4.792112411018387,5.080035730662099,-128.91702579027154,0.004042488061340593,0.3497580587863922,0.5314855748320005,0.5353360947859714,129.0025374575915,129.0031988592262,128.99992974725853,16.557814800005872,"{""DC-1"": 391.12917558054323, ""DC-2"": 309.5185627860934, ""DC-3"": 323.67063383002, ""DC-4"": 248.22443258589578, ""DC-5"": 345.85391878452026}"
163,204,1625.9981872167361,1000,1000,0,0,1000,308,0,692,0,1000,991,9,0,52,45,7,10,0,9072.955385590543,1000,164892,164892,164892,164892,0,159896,9.997743237018586,4.834463043570518,5.163280181407928,-129.11070147705078,-0.0015790239949710666,0.34870487451553345,0.536948308289051,0.5353048570156097,129.12393170928956,129.1214818496704,129.12632089233398,16.00209460000042,"{""DC-1"": 342.8646441841786, ""DC-2"": 309.16528586520724, ""DC-3"": 382.14497107756796, ""DC-4"": 259.88008242391015, ""DC-5"": 331.94320366587147}"
164,205,1658.5484291048194,1000,1000,0,0,1000,326,0,674,0,1000,993,7,0,61,56,5,5,0,9563.118886514454,1000,165892,165892,165892,165892,0,160896,9.755379521369933,4.767957266569137,4.987422270059586,-129.12266827392577,-0.002073539273813367,0.3478796184062958,0.5371388731002807,0.5352673236131668,129.2404697341919,129.23890746307373,129.2396907119751,16.518492400005925,"{""DC-1"": 377.17856358809456, ""DC-2"": 390.0054224518366, ""DC-3"": 342.2623150653334, ""DC-4"": 249.45765625743175, ""DC-5"": 299.6444717421235}"
165,206,1620.7296149627296,1000,1000,0,0,1000,323,0,677,0,1000,988,12,0,53,45,8,3,0,11469.110841835827,1000,166892,166892,166892,166892,0,161896,9.901255150318146,4.84965159702301,5.05160355424881,-129.2419910888672,0.0022545602321624755,0.3489319980144501,0.5333228036761284,0.5353599984645844,129.2824474258423,129.28158377075195,129.28082278442383,15.115702399984002,"{""DC-1"": 317.31991063761853, ""DC-2"": 344.8402775671563, ""DC-3"": 370.4279933577188, ""DC-4"": 298.2535890266662, ""DC-5"": 289.8878443735674}"
166,207,1624.4559119578353,1000,1000,0,0,1000,308,0,692,0,1000,989,11,0,52,44,8,5,0,8036.517878575754,1000,167892,167892,167892,167892,0,162896,10.015838584423065,4.943104596138,5.072733974695206,-129.19983576965333,-0.001254328225273639,0.34829702973365784,0.5366536504626274,0.5354199616909027,129.215305770874,129.2196307144165,129.221254447937,15.431114699982572,"{""DC-1"": 356.64458709357643, ""DC-2"": 329.5520642352541, ""DC-3"": 375.8462738045339, ""DC-4"": 248.7338089895964, ""DC-5"": 313.6791778348743}"
167,208,1633.1519302050672,1002,1002,0,0,1002,343,2,657,0,1000,987,13,0,81,71,10,9,0,8461.13233893178,1000,168894,168894,168894,168894,0,163896,9.867612257480621,4.887023872137069,4.980588368177414,-129.29257347106935,0.0045725900339893995,0.3507764935493469,0.5309827324748039,0.5352853677272796,129.2747009277344,129.28039967346191,129.27667486572267,14.902981200022623,"{""DC-1"": 393.1558256311414, ""DC-2"": 298.6702541560728, ""DC-3"": 344.7938269465939, ""DC-4"": 249.81375097402898, ""DC-5"": 346.7182724972303}"
168,209,1569.635182454864,1001,1001,0,0,1001,246,1,754,0,1000,991,9,0,65,61,4,6,0,9404.831189789726,1000,169895,169895,169895,169895,0,164896,9.80243832397461,4.784357438921928,5.0180808882713315,-129.26056745910645,0.001412375632673502,0.35132357478141785,0.5339024762511253,0.5351941999197006,129.34189938354493,129.3511199493408,129.34359407043456,14.113541500002611,"{""DC-1"": 295.89397365942864, ""DC-2"": 315.22946543302237, ""DC-3"": 345.4937440819129, ""DC-4"": 281.49866958485904, ""DC-5"": 331.519329695641}"
169,210,1634.8486299431463,1000,1000,0,0,1000,320,0,680,0,1000,990,10,0,67,62,5,8,0,11365.879202815824,1000,170895,170895,170895,170895,0,165896,10.015949793338775,4.882683606386185,5.133266173362732,-129.41391427612305,-0.0051789697017520665,0.34867018461227417,0.5404634323120118,0.5354058529138566,129.47025569915772,129.47024272918702,129.46186248779296,14.391103899979498,"{""DC-1"": 404.1470873862592, ""DC-2"": 338.61508206397133, ""DC-3"": 310.3706007222476, ""DC-4"": 225.07847784825262, ""DC-5"": 356.63738192241607}"
170,211,1585.2473611280197,1005,1005,0,0,1005,283,5,717,0,1000,989,11,0,65,58,7,9,0,10511.454312067748,1008,171900,171900,171900,171900,0,166904,10.15637526862205,4.973703663737055,5.182671603229311,-129.46481859116327,-0.0033238072625993353,0.34706616401672363,0.5384185851684639,0.5352850546912541,129.51403664785718,129.51062393188477,129.51802392232986,14.510439199977554,"{""DC-1"": 371.16715218865306, ""DC-2"": 316.20148420305816, ""DC-3"": 333.85718172796743, ""DC-4"": 262.01812300933955, ""DC-5"": 302.00341999900206}"
171,212,1649.4021733601396,1000,1000,0,0,1000,295,0,705,0,1000,994,6,0,52,49,3,7,0,9449.130330550814,1000,172900,172900,172900,172900,0,167904,9.14784359407425,4.539890822410584,4.607952779054641,-129.55214794921875,0.0028660721024498345,0.3485192656517029,0.5326824039816856,0.5353589518070221,129.523225151062,129.51925079345702,129.51993556213378,14.08993570000166,"{""DC-1"": 342.5826635208763, ""DC-2"": 336.7092969997025, ""DC-3"": 392.38799804168735, ""DC-4"": 237.22897311117956, ""DC-5"": 340.49324168669204}"
172,213,1616.6900329402326,1001,1001,0,0,1001,273,1,727,0,1000,995,5,0,48,45,3,5,0,11691.942624064352,1000,173901,173901,173901,173901,0,168904,10.014196026802063,4.964825826406479,5.04937018930912,-129.53248136901854,-0.002353378152474761,0.346870481967926,0.5377852115035057,0.5354408762454986,129.5043565979004,129.51942770385742,129.51644482421875,14.558686999953352,"{""DC-1"": 333.87272450858427, ""DC-2"": 286.1185245781434, ""DC-3"": 366.33507631357344, ""DC-4"": 281.61187122739966, ""DC-5"": 348.7518363125322}"
173,214,1666.0861232660423,1000,1000,0,0,1000,309,0,691,0,1000,994,6,0,36,31,5,4,0,10131.300880610746,1000,174901,174901,174901,174901,0,169904,10.26669924545288,5.150921580195427,5.11577767944336,-129.5339521331787,-0.005265272397082299,0.3443848490715027,0.5402896382808685,0.5353252394199371,129.60640306854248,129.6014770126343,129.6060704498291,14.26051260001259,"{""DC-1"": 389.9074655529258, ""DC-2"": 340.62216632812397, ""DC-3"": 376.83250200918064, ""DC-4"": 267.39998750693564, ""DC-5"": 291.32400186887617}"
174,215,1626.4077068026113,1004,1004,0,0,1004,308,4,692,0,1000,991,9,0,51,44,7,4,0,9821.126276733456,1004,175905,175905,175905,175905,0,170908,9.82871381885027,4.902012849234015,4.926700977215254,-129.5473196781964,-0.0017137997125115884,0.34313908219337463,0.5369852517705515,0.535272984153246,129.61330738295598,129.61189289776928,129.6139419221308,14.229373099980876,"{""DC-1"": 372.1275364033437, ""DC-2"": 338.6521465870547, ""DC-3"": 353.5015696452391, ""DC-4"": 261.5137328561495, ""DC-5"": 300.61272131082535}"
175,216,1611.803274842399,1000,1000,0,0,1000,327,0,673,0,1000,985,15,0,47,36,11,7,0,12711.300880610746,1000,176905,176905,176905,176905,0,171908,10.622846054553985,5.251815449714661,5.371030613422394,-129.77119779968262,-0.0074208322726190094,0.3395140767097473,0.5422785958647728,0.5353343015909195,129.78581100463867,129.78548928833007,129.7807569961548,14.56647790002171,"{""DC-1"": 377.8449750380693, ""DC-2"": 342.3271667589759, ""DC-3"": 370.1696207431725, ""DC-4"": 235.9826366206867, ""DC-5"": 285.4788756814943}"
176,217,1631.7528917513903,1000,1000,0,0,1000,309,0,691,0,1000,990,10,0,62,54,8,5,0,11488.977250344446,1000,177905,177905,177905,177905,0,172908,10.34757701921463,5.151651270389557,5.195925754547119,-129.83966203308105,-0.0018286665473133325,0.3386213183403015,0.5369340869188308,0.5352179528474807,129.79206298828126,129.79061120605468,129.79895238494873,14.443504999973811,"{""DC-1"": 369.8542123665071, ""DC-2"": 318.835334977028, ""DC-3"": 371.7572872293553, ""DC-4"": 267.1768904833383, ""DC-5"": 304.1291666951603}"
177,218,1581.474505857094,1002,1002,0,0,1002,313,2,687,0,1000,984,16,0,67,55,12,8,0,13888.811703604591,1000,178907,178907,178907,178907,0,173908,9.535658979415894,4.726000261306763,4.809658706903457,-129.69287162780762,-0.002110837817192078,0.3376854956150055,0.5373331487178803,0.5354206578731537,129.78609630584717,129.7893672027588,129.7896463317871,14.843103600025643,"{""DC-1"": 369.8946442577817, ""DC-2"": 343.06378772846426, ""DC-3"": 347.9116359975177, ""DC-4"": 252.58066137906243, ""DC-5"": 268.0237764942683}"
178,219,1517.3689133514522,1000,1000,0,0,1000,347,0,653,0,1000,970,30,0,75,48,27,13,0,12670.300880610746,1000,179907,179907,179907,179907,0,174908,10.167971906900405,5.087011843562126,5.080960050106048,-129.68691178894042,-0.0026572511196136473,0.3362536132335663,0.5378360857367516,0.5352578202486038,129.7306082382202,129.73760708618164,129.73916542053223,14.481035200005863,"{""DC-1"": 392.28930966616105, ""DC-2"": 362.4728253099882, ""DC-3"": 209.36503865323692, ""DC-4"": 261.75768297891796, ""DC-5"": 291.48405674314984}"
179,220,1531.3055934007875,1000,1000,0,0,1000,349,0,651,0,1000,971,29,0,98,72,26,6,0,10517.154527966832,1000,180907,180907,180907,180907,0,175908,10.251726227760315,5.130194286108017,5.121531939983368,-129.72094612121583,-0.004137303905328736,0.33366236090660095,0.5392929971218109,0.5353515980243683,129.79398012542725,129.7881668395996,129.7908299560547,14.733454999979585,"{""DC-1"": 381.89067546319666, ""DC-2"": 260.22294998007624, ""DC-3"": 311.68188709175087, ""DC-4"": 264.1878832185983, ""DC-5"": 313.3221976471654}"
180,221,1622.5130424694291,1000,1000,0,0,1000,281,0,719,0,1000,993,7,0,73,67,6,6,0,11021.110841835827,1000,181907,181907,181907,181907,0,176908,10.00574686384201,5.022138674497604,4.983608173966408,-129.68365202331543,-0.0038184738266281784,0.33185088634490967,0.5388181740641594,0.5353841872215271,129.76432070159913,129.77660334777832,129.77365991973878,13.842863400001079,"{""DC-1"": 375.5492289720332, ""DC-2"": 347.1232045697489, ""DC-3"": 300.8228158402789, ""DC-4"": 270.3157749361043, ""DC-5"": 328.70201815126273}"
181,222,1626.9208083500216,1001,1001,0,0,1001,321,1,679,0,1000,990,10,0,49,44,5,8,0,9247.952842930963,1004,182908,182908,182908,182908,0,177912,9.739020572715546,4.854103370966665,4.8849171845324015,-129.72474206871246,-0.0017186443611749438,0.33106115460395813,0.5369314868967846,0.5352962790019958,129.7553586769864,129.74993005121846,129.75486323747978,14.673548299993854,"{""DC-1"": 377.33960547371026, ""DC-2"": 372.97699866221905, ""DC-3"": 320.4752433293088, ""DC-4"": 248.9823191610382, ""DC-5"": 307.14664172374313}"
182,223,1594.0935793774768,1000,1000,0,0,1000,296,0,704,0,1000,986,14,0,78,66,12,4,0,9586.041789369021,1000,183908,183908,183908,183908,0,178912,10.223879051208495,5.042439768791199,5.181439274787903,-129.7196594390869,-0.008074617038248107,0.32679781317710876,0.542709808588028,0.5353397578001022,129.80683992767334,129.80945811462402,129.80732520294188,14.555054500000551,"{""DC-1"": 371.35409652026766, ""DC-2"": 293.365416545824, ""DC-3"": 334.85495855260876, ""DC-4"": 255.7176227020747, ""DC-5"": 338.8014850567019}"
183,224,1604.5860912318083,1000,1000,0,0,1000,306,0,694,0,1000,987,13,0,68,56,12,6,0,11465.124159637076,1000,184908,184908,184908,184908,0,179912,10.366124737262727,5.116615736246109,5.249508989810944,-129.603958984375,-0.005741595385130495,0.3240603506565094,0.5404984514117241,0.5353619261980057,129.65293846893312,129.647325881958,129.65119157409669,14.516264800040517,"{""DC-1"": 306.8208914784093, ""DC-2"": 334.9733293606729, ""DC-3"": 361.90908250569845, ""DC-4"": 269.5973235668704, ""DC-5"": 331.28546432015736}"
184,225,1551.3603846531744,1001,1001,0,0,1001,223,1,777,0,1000,990,10,0,63,55,8,4,0,11379.739635736485,1000,185909,185909,185909,185909,0,180912,10.022327124595643,4.952696282148361,5.069630834579468,-129.6089246520996,-0.0025009684120304884,0.3227504789829254,0.5376423535943031,0.5353665186166763,129.64599215698243,129.64675791168213,129.64951638031005,14.370365699985996,"{""DC-1"": 345.13693323448285, ""DC-2"": 338.1438867461461, ""DC-3"": 308.41773914818805, ""DC-4"": 271.40730150517504, ""DC-5"": 288.2545240191821}"
185,226,1630.0154674672442,1000,1000,0,0,1000,288,0,712,0,1000,993,7,0,64,59,5,9,0,11388.310096133253,1000,186909,186909,186909,186909,0,181912,9.879393706321716,4.915939215302467,4.963454504489898,-129.68941383361818,-0.002470195689704269,0.32159125804901123,0.5375800041556358,0.5353927505016327,129.69061267852783,129.6839910507202,129.6894606399536,14.571070600009989,"{""DC-1"": 369.3619542022584, ""DC-2"": 352.09743649549847, ""DC-3"": 355.7601090690672, ""DC-4"": 254.4808224219087, ""DC-5"": 298.3151452785114}"
186,227,1622.5105616565595,1001,1001,0,0,1001,295,1,705,0,1000,990,10,0,44,39,5,6,0,10474.791424195433,1000,187910,187910,187910,187910,0,182912,9.940984572887421,4.869987447977066,5.070997143030167,-129.76249708557128,-0.0038632864081300797,0.31990280747413635,0.5386755702495575,0.5352246688604355,129.83221517944335,129.82331296539306,129.821278755188,13.865117300010752,"{""DC-1"": 407.92343904743785, ""DC-2"": 319.6939950338911, ""DC-3"": 347.8758879647304, ""DC-4"": 232.95186424469014, ""DC-5"": 314.0653753658098}"
187,228,1598.4362722857477,1000,1000,0,0,1000,267,0,733,0,1000,991,9,0,42,37,5,5,0,9856.970243059239,1000,188910,188910,188910,188910,0,183912,9.822363424777985,4.876009708404541,4.946353729009628,-129.68608786010742,0.0003808434838429093,0.319845050573349,0.535085612654686,0.5353493369817733,129.76538108825685,129.76945532226563,129.76605112457275,14.43971289996989,"{""DC-1"": 366.77361885589215, ""DC-2"": 310.61541995487005, ""DC-3"": 339.72798580871734, ""DC-4"": 271.91788719600305, ""DC-5"": 309.4013604702658}"
188,229,1656.3545172336135,1001,1001,0,0,1001,329,1,671,0,1000,991,9,0,56,47,9,7,0,10529.110841835827,1000,189911,189911,189911,189911,0,184912,9.25545266199112,4.570485062122345,4.6849675949811935,-129.7374359893799,0.001864242355339229,0.3207315504550934,0.5336797990202904,0.5352897182703018,129.80807080841063,129.80370569610596,129.80262275695802,14.71145509998314,"{""DC-1"": 389.4609505830503, ""DC-2"": 336.82596976984047, ""DC-3"": 336.42212523203915, ""DC-4"": 257.73328915822253, ""DC-5"": 335.9121824904594}"
189,230,1620.0590509684487,1000,1000,0,0,1000,264,0,736,0,1000,995,5,0,63,59,4,7,0,11507.811703604591,1000,190911,190911,190911,190911,0,185912,10.2146443567276,5.054831832528114,5.159812544822693,-129.63859664916993,-0.006106268743053079,0.3178517818450928,0.5407104986906052,0.5353103833198547,129.66698663330078,129.67071964263917,129.67967556762696,13.710684399993625,"{""DC-1"": 314.66320714197536, ""DC-2"": 349.2416787193177, ""DC-3"": 363.1856935699322, ""DC-4"": 267.3714107096394, ""DC-5"": 325.5970608275851}"
190,231,1656.116575284018,1001,1001,0,0,1001,306,1,694,0,1000,995,5,0,50,47,3,5,0,10459.154527966832,1004,191912,191912,191912,191912,0,186916,9.968549201687969,4.96622328050583,5.002325914770483,-129.44440600026653,-5.749448511445249e-05,0.31763675808906555,0.5356266988344877,0.5353704047393039,129.45859864223524,129.46246652489165,129.46616320970998,14.2726832999615,"{""DC-1"": 366.6102906286178, ""DC-2"": 362.7458481046955, ""DC-3"": 366.10955492100464, ""DC-4"": 275.3112369351258, ""DC-5"": 285.3396446945742}"
191,232,1656.765796109251,1000,1000,0,0,1000,288,0,712,0,1000,997,3,0,52,50,2,5,0,13310.126276733456,1000,192912,192912,192912,192912,0,187916,9.87046850824356,4.85071666932106,5.019751833677292,-129.28507501220705,-0.001040177594870329,0.31722378730773926,0.5362717429995537,0.5353596246242524,129.38350287628174,129.38562768554686,129.38962664031982,13.85982840001816,"{""DC-1"": 352.9871991418015, ""DC-2"": 343.8536284851888, ""DC-3"": 373.4452847828224, ""DC-4"": 283.6458377913466, ""DC-5"": 302.8338459080918}"
